Nombre Dispositivo:;;OM-CP-VOLT101A
Descripción del dispositivo:;;Registrador de Voltaje
Número de Serie:;;R37300
ID Dispositivo:;;Stn_02 NewV
;;
;;Canal 1
Fecha ;Tiempo;Voltaje (ppm)
15 oct 2022;12:08:03;175
15 oct 2022;12:08:04;175
15 oct 2022;12:08:05;175,5
15 oct 2022;12:08:06;175,5
15 oct 2022;12:08:07;175
15 oct 2022;12:08:08;175
15 oct 2022;12:08:09;175
15 oct 2022;12:08:10;174,5
15 oct 2022;12:08:11;174
15 oct 2022;12:08:12;174
15 oct 2022;12:08:13;174,5
15 oct 2022;12:08:14;174,5
15 oct 2022;12:08:15;175
15 oct 2022;12:08:16;175
15 oct 2022;12:08:17;175,5
15 oct 2022;12:08:18;175,5
15 oct 2022;12:08:19;175,5
15 oct 2022;12:08:20;175
15 oct 2022;12:08:21;175
15 oct 2022;12:08:22;175
15 oct 2022;12:08:23;174,5
15 oct 2022;12:08:24;174
15 oct 2022;12:08:25;174
15 oct 2022;12:08:26;174,5
15 oct 2022;12:08:27;174,5
15 oct 2022;12:08:28;175
15 oct 2022;12:08:29;175
15 oct 2022;12:08:30;175,5
15 oct 2022;12:08:31;175,5
15 oct 2022;12:08:32;175,5
15 oct 2022;12:08:33;175
15 oct 2022;12:08:34;175
15 oct 2022;12:08:35;174,5
15 oct 2022;12:08:36;174,5
15 oct 2022;12:08:37;174
15 oct 2022;12:08:38;174
15 oct 2022;12:08:39;174,5
15 oct 2022;12:08:40;174,5
15 oct 2022;12:08:41;175
15 oct 2022;12:08:42;175
15 oct 2022;12:08:43;175,5
15 oct 2022;12:08:44;175,5
15 oct 2022;12:08:45;175
15 oct 2022;12:08:46;175
15 oct 2022;12:08:47;175
15 oct 2022;12:08:48;174,5
15 oct 2022;12:08:49;174,5
15 oct 2022;12:08:50;174
15 oct 2022;12:08:51;174,5
15 oct 2022;12:08:52;174,5
15 oct 2022;12:08:53;174,5
15 oct 2022;12:08:54;175
15 oct 2022;12:08:55;175
15 oct 2022;12:08:56;175,5
15 oct 2022;12:08:57;175,5
15 oct 2022;12:08:58;175
15 oct 2022;12:08:59;175
15 oct 2022;12:09:00;175
15 oct 2022;12:09:01;172
15 oct 2022;12:09:02;171,5
15 oct 2022;12:09:03;171,5
15 oct 2022;12:09:04;172
15 oct 2022;12:09:05;172
15 oct 2022;12:09:06;172,5
15 oct 2022;12:09:07;172,5
15 oct 2022;12:09:08;172,5
15 oct 2022;12:09:09;173
